Taxon,Stage,Insect?,Higher classification,Origin,Order,Family,Common name,BCG Attribute,Feeding Group,CA feeding group,Habit,Tolerance,WY HBI,PSSB tolerance,CA tolerance,Metals tolerance,BCI TV,PSSB long-lived,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b
Tipuloidea,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,BU,0,3,0,3,11,72,0,2,2,1,2,2,2,0.021,2.081
Limoniidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,UN,0,3,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Pediciidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Pediciidae,crane flies,4,UN,UN,UN,0,3,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Cylindrotomidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,UN,0,3,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Antocha,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,CG,CG,CL,0,3,0,3,4,24,0,3,2,1,2,2,2,0.0029,2.681
Antocha,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,CG,CG,CL,0,3,0,3,4,24,0,3,2,1,2,2,2,0.0029,2.681
Antocha,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,CG,CG,CL,0,3,0,3,4,24,0,3,2,1,2,2,2,0.021,2.081
Antocha monticola,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,CG,CG,CL,0,3,0,3,4,24,0,3,2,1,2,2,2,0.0029,2.681
Antocha monticola,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,CG,CG,CL,0,3,0,3,4,24,0,3,2,1,2,2,2,0.0029,2.681
Austrolimnophila,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,SH,SH,BU,MI,4,0,4,11,72,0,2,2,1,2,2,1,0.0029,2.681
Cryptolabis,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,SH,SH,BU,MT,4,0,3,11,72,0,3,2,1,2,2,2,0.0029,2.681
Cryptolabis,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,SH,SH,BU,MT,4,0,3,11,72,0,3,2,1,2,2,2,0.0029,2.681
Dactylolabis,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,UN,UN,BU,HI,11,0,4,11,72,0,2,2,1,2,2,1,0.0029,2.681
Dicranomyia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,SH,SH,BU,MT,6,0,6,2,72,0,2,2,1,2,2,3,0.0029,2.681
Dicranota,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,PR,PR,CL,0,3,0,3,2,24,0,2,2,1,2,2,2,0.0029,2.681
Eloeophila,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,0,2,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Erioptera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,CG,CG,BU,0,3,0,3,11,72,0,2,2,1,2,3,2,0.0029,2.681
Erioptera (Trimicra),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,CG,CG,BU,0,3,0,3,11,72,0,2,2,1,2,3,2,0.0029,2.681
Gonomyini,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,UN,CG,BU,0,11,0,3,11,72,0,2,2,1,2,3,2,0.0029,2.681
Gonomyia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,UN,CG,BU,0,11,0,3,11,72,0,2,2,1,2,3,2,0.0029,2.681
Gonomyodes,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,UN,UN,BU,MI,11,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Hesperoconopa,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,UN,CG,BU,MI,1,0,1,1,72,0,2,2,1,2,2,1,0.0029,2.681
Hesperoconopa,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,UN,CG,BU,MI,1,0,1,1,72,0,2,2,1,2,2,1,0.0029,2.681
Hexatoma,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,0,2,0,2,2,36,0,1,2,1,3,2,2,0.0029,2.681
Hexatoma,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,0,2,0,2,2,72,0,1,2,1,3,2,2,0.1,1.57
Holorusia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,SH,SH,BU,0,11,0,5,11,72,0,1,2,1,3,2,2,0.0029,2.681
Limnophila,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,0,2,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Limnophila,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,0,2,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Limonia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,SH,SH,BU,MT,6,0,6,2,72,0,2,2,1,2,2,3,0.0029,2.681
Molophilus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,MI,4,0,4,11,72,0,2,2,1,2,2,1,0.0029,2.681
Molophilus,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,MI,4,0,4,11,72,0,2,2,1,2,2,1,0.0029,2.681
Ormosia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,CG,CG,BU,MI,3,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Ormosia (Rhypholophus),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,CG,CG,BU,MI,3,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Ormosia (Scleroprocta),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,CG,CG,BU,MI,3,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Pedicia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,MI,6,0,3,11,72,0,1,2,1,3,2,1,0.0029,2.681
Pilaria,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,PR,PR,BU,MI,11,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Polymera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,0,UN,UN,BU,0,11,0,4,11,72,0,2,2,1,2,2,1,0.0029,2.681
Prionocera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,0,SH,SH,BU,MI,11,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Rhabdomastix,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,MI,3,0,3,11,72,0,1,2,1,3,2,1,0.0029,2.681
Rhabdomastix,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,MI,3,0,3,11,72,0,1,2,1,3,2,1,0.0029,2.681
Rhabdomastix (Lurdia),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,HI,3,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Rhabdomastix (Rhabdomastix),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,MI,3,0,3,11,72,0,1,2,1,3,2,1,0.0029,2.681
Rhabdomastix fascigera group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,MI,3,0,3,11,72,0,1,2,1,3,2,1,0.0029,2.681
Rhabdomastix setigera group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,MI,3,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Rhypholophus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,CG,CG,BU,MI,3,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Scleroprocta,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,2,SH,SH,BU,HI,3,0,3,11,72,0,2,2,1,2,2,1,0.0029,2.681
Symplecta (Trimicra) pilipes,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,SH,SH,BU,0,4,0,4,11,36,0,1,2,1,3,2,2,0.0029,2.681
Tipula,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,SH,SH,BU,0,4,0,4,11,36,0,1,2,1,3,2,2,0.0029,2.681
Tipula (Angarotipula),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,SH,SH,BU,0,4,0,4,11,36,0,1,2,1,3,2,2,0.0029,2.681
Tipula (Arctotipula),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,1,SH,SH,BU,HI,4,0,4,11,36,0,1,2,1,3,2,2,0.0029,2.681
Tricyphona,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,MI,6,0,3,11,72,0,1,2,1,3,2,1,0.0029,2.681
Ulomorpha,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,3,PR,PR,BU,0,11,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Chironomidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae,midges,4,CG,CG,BU,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Chironomidae,LE,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae,midges,4,CG,CG,BU,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Chironomidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae,midges,4,CG,CG,BU,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Chironomidae,PE,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae,midges,4,CG,CG,BU,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Chironomidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae,midges,4,CG,CG,BU,0,6,0,6,11,108,0,3,1,3,1,2,2,0.021,2.081
Chironominae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae,midges,4,CG,CG,BU,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Ablabesmyia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,4,PR,PR,SP,MT,8,0,8,3,108,0,3,1,3,1,2,2,0.0018,2.617
Acricotopus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MT,10,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Alotanypus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,4,PR,PR,BU,0,7,0,7,8,108,0,3,1,3,1,2,2,0.0018,2.617
Apedilum,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,4,CG,CG,BU,MT,11,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Apsectrotanypus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,4,PR,PR,BU,MI,11,0,7,11,108,0,3,1,3,1,2,1,0.0018,2.617
Boreochlus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Podonominae,midges,4,CG,CG,SP,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Boreoheptagyia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Diamesinae,midges,3,CG,CG,SP,MI,6,0,6,11,108,0,3,1,3,1,2,1,0.0018,2.617
Brillia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,SH,SP,0,5,0,5,4,108,0,3,1,3,1,2,2,0.0018,2.617
Brundiniella,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,4,PR,PR,BU,0,6,0,7,8,108,0,3,1,3,1,2,2,0.0018,2.617
Bryophaenocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MI,6,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Caladomyia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,CF,CF,CL,MT,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Camptocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,0,CG,CG,BU,0,5,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Cardiocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,PR,PR,BU,MT,5,0,5,9,108,0,3,1,3,1,2,2,0.0018,2.617
Cardiocladius albiplumus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,PR,PR,BU,MT,5,0,5,9,108,0,3,1,3,1,2,2,0.0018,2.617
Chaetocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MT,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Chasmatonotus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,0,CG,CG,SP,0,11,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Chernovskiia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,0,CG,CG,SP,0,6,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Chironomini,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,4,CG,CG,BU,0,6,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Chironomus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,5,CG,CG,BU,HT,10,0,10,7,108,0,3,1,3,2,1,2,0.0018,2.617
Cladopelma,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,4,CG,CG,BU,MT,9,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Cladotanytarsus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,CF,CF,CL,MT,7,0,7,3,108,0,3,1,3,1,2,2,0.0018,2.617
Clinotanypus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,4,PR,PR,BU,MT,8,0,7,11,108,0,3,1,3,1,2,2,0.0018,2.617
Clunio,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,0,CG,CG,CL,0,6,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Constempellina,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4,CG,CF,CL,MI,4,0,4,11,108,0,3,1,3,1,2,1,0.0018,2.617
Corynoneura,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,0,7,0,7,4,108,0,3,1,3,1,2,2,0.0018,2.617
Corynoneura,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,0,7,0,7,4,108,0,3,1,3,1,2,2,0.0018,2.617
Cricotopus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,CL,0,7,0,7,10,108,0,3,1,3,1,2,2,0.0018,2.617
Cricotopus (Cricotopus),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,CL,0,7,0,7,10,108,0,3,1,3,1,2,2,0.0018,2.617
Cricotopus (Isocladius),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,CL,0,7,0,7,10,108,0,3,1,3,1,2,2,0.0018,2.617
Cricotopus (Isocladius) type 1,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,CL,0,7,0,7,10,108,0,3,1,3,1,2,2,0.0018,2.617
Cricotopus bicinctus group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,CL,MT,7,0,7,10,108,0,3,1,3,1,2,2,0.0018,2.617
Cricotopus (Nostococladius),L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,UN,CG,BU,MI,3,0,1,5,108,0,3,1,3,1,2,1,0.0018,2.617
Cricotopus (Nostococladius),P,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,UN,CG,BU,MI,3,0,1,5,108,0,3,1,3,1,2,1,0.0018,2.617
Cricotopus nostocicola,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,UN,CG,BU,MI,3,0,1,5,108,0,3,1,3,1,2,1,0.0018,2.617
Cricotopus nostocicola,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,UN,CG,BU,MI,3,0,1,5,108,0,3,1,3,1,2,1,0.0018,2.617
Cricotopus trifascia group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,CL,MT,6,0,7,10,108,0,3,1,3,1,2,2,0.0018,2.617
Cryptochironomus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,5,PR,PR,SP,MT,8,0,8,5,108,0,3,1,3,1,1,2,0.0018,2.617
Cryptotendipes,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,5,CG,CG,BU,MT,6,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Demeijerea,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,0,CG,CG,BU,0,11,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Demicryptochironomus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,5,CG,CG,BU,MT,8,0,6,4,108,0,3,1,3,1,1,2,0.0018,2.617
Derotanypus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,0,PR,PR,BU,0,11,0,7,11,108,0,3,1,3,1,2,2,0.0018,2.617
Diamesa,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Diamesinae,midges,3,CG,CG,SP,HI,5,0,2,9,108,0,3,1,3,2,2,1,0.0018,2.617
Diamesinae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Diamesinae,midges,3,CG,CG,SP,MI,11,0,2,11,108,0,3,1,3,2,2,1,0.0018,2.617
Dicrotendipes,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,4,CG,CG,BU,MT,8,0,8,5,108,0,3,1,3,1,1,2,0.0018,2.617
Diplocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MT,8,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Djalmabatista,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,0,PR,PR,SP,MI,11,0,7,11,108,0,3,1,3,1,2,1,0.0018,2.617
Doithrix,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,0,CG,CG,SP,0,11,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Endochironomus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,5,MH,MH,CL,HT,10,0,10,6,108,0,3,1,3,1,1,2,0.0018,2.617
Endotribelos,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,0,CG,CG,BU,0,11,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Epoicocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,0,CG,CG,SP,0,4,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eretmoptera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,SC,SC,CL,0,11,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella brehmi group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella brevicalcar group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella claripennis group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,MT,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella cyanea group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella coerulescens group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella devonica group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella gracei group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella pseudomontana group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,MT,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella cf. tirolensis,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Eukiefferiella tirolensis group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,OM,SP,0,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Euryhapsis,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,0,6,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Georthocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,0,CG,CG,SP,0,11,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Glyptotendipes,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,5,MH,MH,BU,HT,10,0,6,4,108,0,3,1,3,1,1,2,0.0018,2.617
Goeldichironomus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,0,CG,CG,BU,MT,8,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Gymnometriocnemus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,0,6,0,5,11,108,0,3,1,3,1,2,2,0.0018,2.617
Harnischia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,0,CG,CG,CL,0,8,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Heleniella,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,CG,CG,SP,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
nr. Heleniella,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,CG,CG,SP,0,6,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Heterotanytarsus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,0,11,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Heterotrissocladius,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MI,0,0,0,11,108,0,3,1,3,1,2,1,0.0018,2.617
Heterotrissocladius marcidus group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,CG,CG,SP,MI,0,0,0,11,108,0,3,1,3,1,2,1,0.0018,2.617
Heterotrissocladius subpilosus group,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MI,0,0,0,11,108,0,3,1,3,1,2,1,0.0018,2.617
Heterotrissocladius subpilosus group,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MI,0,0,0,11,108,0,3,1,3,1,2,1,0.0018,2.617
Heterotrissocladius subpilosus group,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,CG,CG,SP,MI,0,0,0,11,108,0,3,1,3,1,2,1,0.021,2.081
Hydrobaenus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,4,SC,SC,SP,MT,8,0,8,11,108,0,3,1,3,1,2,2,0.0018,2.617
Kiefferulus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Chironominae,midges,0,CG,CG,BU,0,11,0,6,11,108,0,3,1,3,1,1,2,0.0018,2.617
Krenopelopia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,4,PR,PR,SP,0,11,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
Krenosmittia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Orthocladiinae,midges,3,CG,CG,SP,HI,1,0,1,11,108,0,3,1,3,1,2,1,0.0018,2.617
Labrundinia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chironomidae: Tanypodinae,midges,4,PR,PR,SP,MT,11,0,6,11,108,0,3,1,3,1,2,2,0.0018,2.617
