"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass","Season"
"Phase 3","Benthic",2019-07-12,5,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",2.101274014,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",562.3233804,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1.906550363,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1.906550363,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",69.07275216,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",1092.953681,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",2.495363729,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",20.5012422,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Micrasema","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",16.80728305,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",7.555840143,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",40.65845147,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",54.49283108,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Rhyacophila brunnea/vemna group","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",3.029556392,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",21.47615025,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Polycelis","U","non-insect","Aquatic","Turbellaria","miscellaneous non-insect","Planariidae","flat worms",15.85563992,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Hydra","U","non-insect","Aquatic","Cnidaria: Hydrozoa","miscellaneous non-insect","Hydridae","hydroids",3.765105244,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Acentrella","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.369408,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Baetis alius","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",218.1259305,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",425.7050319,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Attenella margarita","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",17.38927067,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Matriella teresa","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",50.79092466,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Serratella micheneri","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",82.9985443,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Timpanoga hecuba","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",30.62626585,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",4.272842844,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Epeorus albertae group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",7.33715357,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",3.749106228,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.300662836,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Pagastia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",5.625942699,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.212016291,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.099862989,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.060081454,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",7.813216347,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Rheocricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",4.664533654,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.212016291,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",4.726637333,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",1.740150624,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.0176,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Oribatida","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.180637656,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.198237656,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",3.119025936,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",5.624991798,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",14.14026721,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.1296576,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",24.93993004,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",447.0268282,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Chloroperlidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",10.89572159,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Leuctridae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Leuctridae","stoneflies",15.34478948,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",3.223601397,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Calineuria californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",12.7575739,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",142.5914812,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",53.97310191,"Summer19"
"Phase 4","Benthic",2019-07-16,5,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",452.0227014,"Summer19"
"Flooded Forest","Benthic",2019-10-15,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",379.269356,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",9.665294184,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",6.918966545,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",16.03954502,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",2.361214953,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",94.79079756,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",20.01883567,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",5.767518149,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",26.92038466,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Lepidostoma-panel case larvae","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",152.1556205,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Hydatophylax hesperus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",692.9219786,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Polycentropus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Polycentopodidae","caddisflies",15.4606011,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",31.21226179,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0.561819813,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",39.05655644,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Dixa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",11.26768654,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Muscidae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Muscidae","higher flies",74.46820204,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",190.8794413,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",44.10737629,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Labiobaetis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",52.82112905,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",121.7473419,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Cinygma","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",17.59989719,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",15.30828455,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",499.9802402,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",1.182425464,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Phaenopsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",66.94003293,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",29.51292246,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",2.364850929,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",10.04149645,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Stempellina","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.636827604,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",2.046034505,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",8.84549409,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",7.663068626,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.046034505,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.321334223,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.182425464,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",35.43287575,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.409206901,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",7.240075971,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Macropelopia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",69.87778656,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",57.70021664,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",8.204812648,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Protzia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.9640422,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",26.70979534,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",0.881197791,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",1.762395582,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",2.017307126,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",80.74583415,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",3.253232089,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",76.52887496,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Physella","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Physidae","snails",101.1154208,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",73.48051594,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",739.4798691,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",6.6035719,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Yoraperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Peltoperlidae","stoneflies",283.0793412,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",63.7980772,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",218.6919909,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",78.1321195,"Fall19"
"Flooded Forest","Benthic",2019-10-15,1,"Chydoridae","U","non-insect","Aquatic","Crustacea: Cladocera","x","Chydoridae","water fleas",0.250248622,"Fall19"
"Disturbed","Benthic",2019-10-16,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",7.802890678,"Fall19"
"Disturbed","Benthic",2019-10-16,1,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",2.698619477,"Fall19"
"Disturbed","Benthic",2019-10-16,1,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",0.659415747,"Fall19"
"Disturbed","Benthic",2019-10-16,1,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",2.898940679,"Fall19"
"Disturbed","Benthic",2019-10-16,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",163.5882077,"Fall19"
"Disturbed","Benthic",2019-10-16,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",6.714623603,"Fall19"
