"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Order","Family","Biomass","Season"
"Disturbed","Benthic",2019-07-10,5,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",49.80772162,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",28.77288415,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",3.116977627,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",15.82116407,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",17.45911522,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",3.000278634,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae",19.27902132,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",15.70260987,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",3.303541674,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",257.1756341,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",42.59312459,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",3.180407914,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",15.23780151,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",5.257653997,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Diamesa","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",2.363363718,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",28.52820599,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Potthastia gaedii group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",1.318005007,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Potthastia longimana group","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",6.368053672,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.363363718,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.42968635,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.620800969,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.363363718,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.214843175,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",4.092455127,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Parakiefferiella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.214843175,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",4.726727436,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Psectrocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",10.89853788,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.318005007,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.620800969,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",8.667271116,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",3.808446726,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",33.7831949,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",0.07526569,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Lebertia","U","non-insect","Aquatic","x","x",1.696,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Ampumixis dispar","A","insect","Aquatic","Coleoptera","Elmidae",4.284224148,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",9.294251987,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae",0.82792499,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",39.55010514,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Ostracoda","U","non-insect","Aquatic","x","x",0.162072,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",21.54182213,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Capniidae","L","insect","Aquatic","Plecoptera","Capniidae",0.110772478,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",4.539883994,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Suwallini","L","insect","Aquatic","Plecoptera","Chloroperlidae",10.42438409,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",10.43536404,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",470.3138555,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",24.27877402,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Chydoridae","U","non-insect","Aquatic","x","Chydoridae",0.271771038,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Caecidotea","U","non-insect","Aquatic","x","Asellidae",7.346760324,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",2.397709492,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",50.37534538,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Onocosmoecus unicolor","L","insect","Aquatic","Trichoptera","Limnephilidae",119.6246967,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Chelifera/Metachela","L","insect","Aquatic","Diptera","Empididae",10.34181677,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Clinocera","L","insect","Aquatic","Diptera","Empididae",5.249283853,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Empididae","P","insect","Aquatic","Diptera","Empididae",5.170908385,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Tabanidae","L","insect","Aquatic","Diptera","Tabanidae",0.537072069,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",154.4769789,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",21.58916179,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",3.050218224,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.838874169,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",78.53203136,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",30.88333315,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.850341045,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae",66.30764067,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",1.10152591,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.767586866,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",3.090253546,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",22.99088499,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",4.713729765,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",3.324577108,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",12.02199087,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.826048358,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.108173018,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.861689129,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",3.26850503,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.811738109,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.283071507,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.861689129,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.406815901,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.763937012,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",4.364517721,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Nilotanypus","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",0.405869055,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",16.76943597,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",27.07021034,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",0.53,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Lebertia","U","non-insect","Aquatic","x","x",2.12,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Sperchon","U","non-insect","Aquatic","x","x",0.53,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Ceratopogoninae","L","insect","Aquatic","Diptera","Ceratopogonidae",7.294277612,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Musculium","U","non-insect","Aquatic","x","Sphaeriidae",2.02067026,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",34.14185095,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",7.613184631,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae",1.034906238,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",63.43294195,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",100.8036841,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Menetus","U","non-insect","Aquatic","x","Planorbidae",407.6102441,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Capniidae","L","insect","Aquatic","Plecoptera","Capniidae",0.830793588,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",4.133387668,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",51.11200518,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae",0.858068756,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Zapada oregonensis group","L","insect","Aquatic","Plecoptera","Nemouridae",0.171613751,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",2.769073448,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae",0.595796988,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,5,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",24.17728752,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",12.50228169,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Glossosoma","L","insect","Aquatic","Trichoptera","Glossosomatidae",6.441114277,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",9.160192702,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",239.5631719,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Hydropsyche","P","insect","Aquatic","Trichoptera","Hydropsychidae",62.06943817,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Ochrotrichia","L","insect","Aquatic","Trichoptera","Hydroptilidae",3.781019344,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",137.5867506,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Onocosmoecus unicolor","L","insect","Aquatic","Trichoptera","Limnephilidae",581.6945514,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Rhyacophila angelita group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",75.18386839,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Rhyacophila arnaudi","L","insect","Aquatic","Trichoptera","Rhyacophilidae",8.574341724,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Rhyacophila betteni group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",19.75141966,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Pacifastacus","U","non-insect","Aquatic","x","Astacidae",96.27610678,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Clinocera","L","insect","Aquatic","Diptera","Empididae",2.097543535,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Polycelis","U","non-insect","Aquatic","miscellaneous non-insect","Planariidae",1.420145086,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",230.1187293,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",290.9385378,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",68.11049474,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",0.33453177,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",38.90887472,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",33.95941458,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",15.82116407,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",102.2794692,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Cinygmula","L","insect","Aquatic","Ephemeroptera","Heptageniidae",1.165682687,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",89.76958502,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Heptagenia","L","insect","Aquatic","Ephemeroptera","Heptageniidae",3.56070237,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",1.438022002,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.437047835,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",0.696103718,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",22.13945939,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Rheotanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.240903511,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.196571393,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.874014458,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.392207437,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",11.46874136,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",6.477987104,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.240903511,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",5.911512587,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Nilotanypus","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",0.696103718,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",2.955756294,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",42.04844746,"Summer19"
"Phase 3","Benthic",2019-07-12,5,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",3.40703346,"Summer19"
