"Waterbody","Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Abundance","Biomass","Season"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",16.7,1.23981963,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Wiedemannia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",1.67,0.052666275,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Dixa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",1.67,0.079765492,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",123.58,8.062399559,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",41.75,0.592626948,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Labiobaetis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1.67,0.904755232,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",8.35,0.220827312,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",3.34,0.65066908,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",33.4,2.851856348,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Cinygma","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",3.34,0.449880331,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",8.35,0.09018,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",8.35,0.16429378,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",35.07,7.977404081,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",1.67,0.05051041,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",1.67,0.008686,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Cryptochironomus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",1.67,0.018441,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",18.37,0.202851003,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.67,0.018441,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",13.36,0.436481428,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",5.01,0.159858802,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.34,0.036882001,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.67,0.018441,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.67,0.11313057,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.68,0.661862143,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",18.37,0.461920676,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",6.68,0.32787216,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",5.01,0.047135138,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Protzia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",6.68,0.35404,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Testudacarus","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.67,0.08851,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.67,0.015711713,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",13.36,0.702442047,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Lara","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",5.01,0.272731187,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",5.01,1.279954575,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",35.07,5.304582603,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Physella","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Physidae","snails",1.67,49.68206539,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",1.67,49.68206539,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",1.67,0.13655173,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",10.02,7.390688354,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",3.34,0.860645277,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",8.35,0.497490485,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1.67,0.099498097,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Amphizoa","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Amphizoidae","trout stream beetles",1.67,0.726443381,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",96,8.861922991,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",432,48.8575425,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",98.4,3147.268805,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",4368,3374.458768,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",48,43.51116026,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",48,0.849869706,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",144,13.63639936,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Dicosmoecus gilvipes","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",0.8,40.30027631,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",192,19.38534915,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",240,29.446531,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Wiedemannia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",48,8.840559168,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Empididae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",48,15.60316238,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Polycelis","U","non-insect","Aquatic","Turbellaria","miscellaneous non-insect","Planariidae","flat worms",144,25.10461482,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Hydra","U","non-insect","Aquatic","Cnidaria: Hydrozoa","miscellaneous non-insect","Hydridae","hydroids",48,0.324144,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",4512,832.5435894,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",480,8.161678377,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",48,1.463183083,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",5712,849.1513074,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",288,3.1104,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",528,11.02794107,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",48,6.465346077,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Rhithrogena","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",48,72.05988031,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",240,14.58583509,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",1104,35.21292746,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",96,1.060081454,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",48,0.530040727,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",144,2.591662793,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",48,5.830667068,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",96,1.060081454,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",384,14.54865521,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",576,14.37281362,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3168,248.63142,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",192,4.123244131,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",768,55.42928565,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Atractides","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",96,5.088,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",96,5.088,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",192,14.62540544,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",96,5.088,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",144,42.65224096,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",96,73.08657246,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",48,15.35617287,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",289.6,73.01336231,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Physella","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Physidae","snails",48,44.44580195,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",48,3.410837957,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",48,8.201910297,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",96,66.11172193,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",96,95.92547001,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",48,8.553526454,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",97.6,3255.269964,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",336,53.22372552,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Perlinodes aurea","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",48,856.2730697,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",100,1464.536206,"Fall19"
"South Fork McKenzie River","Phase 3","Benthic",2019-10-18,1,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",2.4,785.4573109,"Fall19"
